217	-0.05
217.5	-0.13
218	-0.35
218.5	-0.53
219	-0.58
219.5	-0.46
220	-0.18
220.5	0.23
221	0.65
221.5	0.96
222	1.06
222.5	0.94
223	0.72
223.5	0.49
224	0.26
224.5	0.02
225	-0.24
225.5	-0.43
226	-0.49
226.5	-0.44
227	-0.38
227.5	-0.36
228	-0.3
228.5	-0.12
229	0.17
229.5	0.41
230	0.44
230.5	0.2
231	-0.16
231.5	-0.44
232	-0.51
232.5	-0.39
233	-0.18
233.5	0.01
234	0.13
234.5	0.11
235	-0.02
235.5	-0.12
236	-0.04
236.5	0.29
237	0.67
237.5	0.83
238	0.57
238.5	0.03
239	-0.45
239.5	-0.59
240	-0.39
240.5	-0.09
241	0.1
241.5	0.16
242	0.21
242.5	0.29
243	0.3
243.5	0.11
244	-0.22
244.5	-0.5
245	-0.56
245.5	-0.41
246	-0.21
246.5	-0.11
247	-0.09
247.5	-0.09
248	-0.03
248.5	0.06
249	0.15
249.5	0.26
250	0.38
250.5	0.47
251	0.44
251.5	0.27
252	0.05
252.5	-0.11
253	-0.19
253.5	-0.26
254	-0.32
254.5	-0.3
255	-0.09
255.5	0.32
256	0.7
256.5	0.81
257	0.55
257.5	0.02
258	-0.59
258.5	-1.1
259	-1.4
259.5	-1.37
260	-0.96
260.5	-0.23
261	0.58
261.5	1.19
262	1.41
262.5	1.29
263	0.97
263.5	0.58
264	0.15
264.5	-0.34
265	-0.81
265.5	-1.1
266	-1.08
266.5	-0.7
267	-0.09
267.5	0.5
268	0.78
268.5	0.63
269	0.16
269.5	-0.32
270	-0.51
270.5	-0.33
271	0.04
271.5	0.36
272	0.49
272.5	0.47
273	0.38
273.5	0.27
274	0.13
274.5	-0.05
275	-0.26
275.5	-0.46
276	-0.67
276.5	-0.84
277	-0.88
277.5	-0.72
278	-0.43
278.5	-0.15
279	0.07
279.5	0.33
280	0.76
280.5	1.25
281	1.5
281.5	1.3
282	0.77
282.5	0.32
283	0.21
283.5	0.27
284	0.08
284.5	-0.55
285	-1.33
285.5	-1.76
286	-1.59
286.5	-1.05
287	-0.54
287.5	-0.25
288	-0.11
288.5	0
289	0.07
289.5	0.07
290	0.11
290.5	0.4
291	1.02
291.5	1.72
292	2.08
292.5	1.85
293	1.15
293.5	0.33
294	-0.35
294.5	-0.82
295	-1.18
295.5	-1.48
296	-1.72
296.5	-1.82
297	-1.7
297.5	-1.27
298	-0.54
298.5	0.31
299	1.01
299.5	1.38
300	1.44
300.5	1.39
301	1.35
301.5	1.29
302	1.07
302.5	0.61
303	-0.03
303.5	-0.74
304	-1.39
304.5	-1.79
305	-1.77
305.5	-1.28
306	-0.54
306.5	0.04
307	0.24
307.5	0.2
308	0.32
308.5	0.75
309	1.25
309.5	1.34
310	0.88
310.5	0.23
311	-0.11
311.5	-0.07
312	-0.04
312.5	-0.41
313	-1.08
313.5	-1.48
314	-1.13
314.5	-0.15
315	0.84
315.5	1.24
316	0.95
316.5	0.34
317	-0.14
317.5	-0.32
318	-0.32
318.5	-0.33
319	-0.36
319.5	-0.32
320	-0.14
320.5	0.11
321	0.24
321.5	0.13
322	-0.14
322.5	-0.35
323	-0.29
323.5	0.07
324	0.53
324.5	0.84
325	0.87
325.5	0.69
326	0.41
326.5	0.09
327	-0.28
327.5	-0.65
328	-0.91
328.5	-0.94
329	-0.74
329.5	-0.44
330	-0.17
330.5	0.01
331	0.14
331.5	0.26
332	0.39
332.5	0.5
333	0.56
333.5	0.52
334	0.31
334.5	-0.03
335	-0.35
335.5	-0.42
336	-0.17
336.5	0.22
337	0.44
337.5	0.32
338	0.01
338.5	-0.2
339	-0.17
339.5	-0.01
340	0.07
340.5	-0.04
341	-0.27
341.5	-0.49
342	-0.63
342.5	-0.64
343	-0.45
343.5	-0.03
344	0.46
344.5	0.71
345	0.5
345.5	-0.04
346	-0.45
346.5	-0.36
347	0.23
347.5	0.95
348	1.37
348.5	1.33
349	0.95
349.5	0.4
350	-0.21
350.5	-0.81
351	-1.31
351.5	-1.58
352	-1.58
352.5	-1.36
353	-1.02
353.5	-0.61
354	-0.11
354.5	0.46
355	0.97
355.5	1.27
356	1.29
356.5	1.12
357	0.89
357.5	0.7
358	0.53
358.5	0.34
359	0.09
359.5	-0.17
360	-0.35
360.5	-0.44
361	-0.53
361.5	-0.75
362	-1.12
362.5	-1.47
363	-1.45
363.5	-0.87
364	0.1
364.5	0.98
365	1.3
365.5	1.03
366	0.57
366.5	0.39
367	0.58
367.5	0.76
368	0.52
368.5	-0.2
369	-0.96
369.5	-1.28
370	-0.99
370.5	-0.37
371	0.16
371.5	0.43
372	0.53
372.5	0.68
373	0.88
373.5	0.95
374	0.65
374.5	0
375	-0.77
375.5	-1.3
376	-1.35
376.5	-0.95
377	-0.37
377.5	0.08
378	0.21
378.5	0.08
379	-0.1
379.5	-0.12
380	0.11
380.5	0.51
381	0.91
381.5	1.12
382	1.06
382.5	0.72
383	0.21
383.5	-0.3
384	-0.63
384.5	-0.65
385	-0.44
385.5	-0.21
386	-0.19
386.5	-0.42
387	-0.7
387.5	-0.75
388	-0.53
388.5	-0.2
389	-0.01
389.5	0.04
390	0.16
390.5	0.5
391	0.92
391.5	1.09
392	0.84
392.5	0.41
393	0.22
393.5	0.38
394	0.49
394.5	0.09
395	-0.79
395.5	-1.55
396	-1.55
396.5	-0.82
397	-0.01
397.5	0.24
398	-0.01
398.5	-0.18
399	0.16
399.5	0.75
400	0.99
400.5	0.6
401	-0.02
401.5	-0.27
402	0
402.5	0.34
403	0.24
403.5	-0.26
404	-0.7
404.5	-0.69
405	-0.3
405.5	0.07
406	0.22
406.5	0.26
407	0.36
407.5	0.47
408	0.38
408.5	0.07
409	-0.21
409.5	-0.22
410	0
410.5	0.14
411	-0.02
411.5	-0.3
412	-0.43
412.5	-0.31
413	-0.2
413.5	-0.33
414	-0.59
414.5	-0.59
415	-0.08
415.5	0.73
416	1.32
416.5	1.29
417	0.7
417.5	-0.05
418	-0.52
418.5	-0.57
419	-0.32
419.5	-0.03
420	0.14
420.5	0.13
421	0.02
421.5	-0.07
422	-0.12
422.5	-0.18
423	-0.32
423.5	-0.48
424	-0.52
424.5	-0.34
425	-0.06
425.5	0.08
426	-0.01
426.5	-0.16
427	-0.03
427.5	0.49
428	1.13
428.5	1.42
429	1.12
429.5	0.42
430	-0.24
430.5	-0.56
431	-0.58
431.5	-0.57
432	-0.71
432.5	-0.95
433	-1.07
433.5	-0.91
434	-0.44
434.5	0.19
435	0.77
435.5	1.14
436	1.21
436.5	1
437	0.6
437.5	0.12
438	-0.35
438.5	-0.71
439	-0.86
439.5	-0.72
440	-0.36
440.5	0.05
441	0.35
441.5	0.5
442	0.54
442.5	0.51
443	0.36
443.5	0.04
444	-0.34
444.5	-0.56
445	-0.49
445.5	-0.3
446	-0.26
446.5	-0.46
447	-0.69
447.5	-0.57
448	-0.02
448.5	0.68
449	1.09
449.5	1.03
450	0.72
450.5	0.47
451	0.37
451.5	0.3
452	0.1
452.5	-0.24
453	-0.57
453.5	-0.8
454	-0.93
454.5	-0.96
455	-0.82
455.5	-0.49
456	-0.09
456.5	0.16
457	0.2
457.5	0.2
458	0.43
458.5	0.92
459	1.36
459.5	1.35
460	0.79
460.5	0.01
461	-0.5
461.5	-0.52
462	-0.26
462.5	-0.12
463	-0.33
463.5	-0.77
464	-1.15
464.5	-1.25
465	-1.04
465.5	-0.62
466	-0.07
466.5	0.55
467	1.14
467.5	1.51
468	1.5
468.5	1.09
469	0.51
469.5	0.03
470	-0.22
470.5	-0.35
471	-0.55
471.5	-0.82
472	-0.96
472.5	-0.71
473	-0.14
473.5	0.38
474	0.42
474.5	-0.05
475	-0.61
475.5	-0.76
476	-0.3
476.5	0.48
477	1.11
477.5	1.25
478	0.95
478.5	0.42
479	-0.13
479.5	-0.57
480	-0.82
480.5	-0.83
481	-0.63
481.5	-0.36
482	-0.18
482.5	-0.08
483	0.06
483.5	0.35
484	0.67
484.5	0.79
485	0.58
485.5	0.18
486	-0.12
486.5	-0.2
487	-0.17
487.5	-0.26
488	-0.52
488.5	-0.74
489	-0.63
489.5	-0.1
490	0.61
490.5	1.11
491	1.12
491.5	0.66
492	0.01
492.5	-0.54
493	-0.78
493.5	-0.75
494	-0.58
494.5	-0.4
495	-0.25
495.5	-0.11
496	0.07
496.5	0.26
497	0.4
497.5	0.42
498	0.3
498.5	0.11
499	-0.05
499.5	-0.1
500	-0.02
500.5	0.16
501	0.35
501.5	0.46
502	0.43
502.5	0.24
503	-0.05
503.5	-0.36
504	-0.56
504.5	-0.57
505	-0.34
505.5	0.02
506	0.3
506.5	0.34
507	0.09
507.5	-0.26
508	-0.53
508.5	-0.61
509	-0.56
509.5	-0.47
510	-0.36
510.5	-0.24
511	-0.07
511.5	0.17
